fleet_id,record_type,timestamp,elapsed_time,trigger_channel,peak_valley_indicator,strain_gauge_1,strain_gauge_2,strain_gauge_3,strain_gauge_4,strain_gauge_5,strain_gauge_6,strain_gauge_7,strain_gauge_8,roll_acceleration,vertical_acceleration,airspeed,pressure_altitude,flap_position,elevator_position,left_aileron_position,retardant_tank_float,retardant_door_open,beacon_start_stop_recording,arm_retardant_tank_door,gear_up_and_locked,flight_id
9102,TR,25:12.2,2284.21,10,P,361.27,-414.57,467.87,266.51,148.06,293.16,-346.46,-44.42,-0.86,0.82,13.73,5148.83,31.15,-3.04,3.18,1951.71,0,1,0,1,103
9103,TR,25:12.3,2284.31,10,V,305,-337.58,387.92,233.93,121.41,257.62,-302.04,-14.81,-1.08,0.74,13.45,5203.52,31.15,-3.09,3.12,1943.85,0,1,0,1,103
9104,TR,25:12.5,2284.51,10,P,458.99,-497.48,556.71,334.62,195.44,411.61,-340.54,82.91,-1.27,0.99,13.73,5148.83,31.14,-3.07,3.12,1995.72,0,1,0,1,103
9105,TR,25:12.6,2284.64,10,V,399.76,-444.18,500.44,299.08,177.67,346.46,-316.85,139.18,-1.22,0.9,14,5148.83,31.15,-3.09,3.54,2058.6,0,1,0,1,103
9106,TR,25:13.8,2285.79,10,P,518.21,-515.25,577.43,399.76,257.62,447.14,-322.77,23.69,-1.31,1.12,13.73,5121.48,31.15,-3.37,2.73,2061.74,0,1,0,1,103
9107,TR,25:14.8,2286.76,10,V,438.26,-429.37,494.52,328.69,195.44,355.34,-337.58,-88.84,-1.01,0.9,13.73,5066.8,31.15,-3.14,2.25,2019.3,0,1,0,1,103
9108,TR,25:16.3,2288.26,10,P,607.05,-562.63,621.85,453.06,299.08,530.05,-299.08,-139.18,-0.94,1.25,13.73,5148.83,31.14,-3.88,3.69,2061.74,0,1,0,1,103
9109,TR,25:16.6,2288.64,10,V,547.82,-515.25,571.51,420.49,275.39,461.95,-316.85,-56.26,-1.17,1.15,13.45,5121.48,31.12,-3.73,3.84,2041.31,0,1,0,1,103
9110,TR,25:16.8,2288.84,10,P,601.12,-568.55,630.74,456.02,305,524.13,-322.77,-23.69,-1.17,1.23,13.73,5176.17,31.16,-3.68,3.78,2016.16,0,1,0,1,103
9111,TR,25:18.4,2290.44,10,V,399.76,-402.72,470.83,313.89,186.56,337.58,-322.77,-59.22,-0.93,0.84,15.38,5094.14,31.15,-2.94,2.1,1973.72,0,1,0,1,103
9112,TR,25:20.3,2292.34,10,P,530.05,-515.25,577.43,408.65,260.59,441.22,-319.81,-11.84,-1.44,1.1,13.73,5121.48,31.15,-3.65,2.58,2112.04,0,1,0,1,103
9113,PE,25:22.2,2294.18,,,509.33,-509.33,565.59,390.88,245.78,438.26,-319.81,-17.77,-1.29,1.05,14,5121.48,32.4,-3.5,3.06,2008.3,0,1,0,1,103
9114,TR,25:23.1,2295.14,10,V,411.61,-461.95,521.17,319.81,189.52,352.38,-361.27,0,-1.16,0.91,13.73,5203.52,35.37,-3.76,5.12,1995.72,0,1,0,1,103
9115,TR,25:27.9,2299.91,10,P,565.59,-556.71,612.97,438.26,278.35,470.83,-384.96,8.88,-1.5,1.23,41.81,5094.14,40.01,-3.55,0.27,2038.16,0,1,0,1,103
9116,TR,25:28.8,2300.81,10,V,467.87,-488.6,544.86,337.58,192.48,405.68,-387.92,-50.34,-1.34,1.02,46.77,5012.11,40.02,-3.88,-1.22,2118.33,0,1,0,1,103
9117,TR,25:29.3,2301.29,10,P,515.25,-533.02,589.28,364.23,195.44,458.99,-390.88,-56.26,-1.32,1.21,41.54,5094.14,40.01,-4.39,-2.06,1983.15,0,1,0,1,103
9118,TR,25:29.9,2301.94,10,V,458.99,-450.1,515.25,334.62,186.56,393.84,-402.72,-91.8,-1.32,1.03,40.43,5012.11,40.02,-4.42,-2.21,2108.9,0,1,0,1,103
9119,TR,25:30.1,2302.14,10,P,491.56,-509.33,559.67,355.34,204.32,429.37,-381.99,-85.87,-1.33,1.12,47.04,5066.8,40.02,-4.42,-1.76,2104.18,0,1,0,1,103
9120,TR,25:30.4,2302.39,10,V,450.1,-467.87,530.05,322.77,186.56,387.92,-384.96,-68.11,-0.94,1.03,40.43,5066.8,40.01,-4.57,-1.28,1987.86,0,1,0,1,103
9121,TR,25:30.9,2302.89,10,P,535.98,-521.17,574.47,402.72,248.74,456.02,-358.31,-59.22,-1.38,1.17,44.56,5066.8,40,-4.27,-0.63,2053.88,0,1,0,1,103
9122,TR,25:31.2,2303.16,10,V,497.48,-509.33,565.59,370.15,225.05,435.3,-390.88,-47.38,-1.36,1.07,36.3,5012.11,40,-4.32,-0.3,2124.61,0,1,0,1,103
9123,TR,25:32.2,2304.16,10,P,515.25,-521.17,580.4,379.03,225.05,444.18,-379.03,-50.34,-1.41,1.17,21.71,5012.11,40,-3.81,0.18,2063.31,0,1,0,1,103
9124,TR,25:34.3,2306.31,10,V,461.95,-476.75,538.94,352.38,213.21,387.92,-402.72,-71.07,-1.11,1.02,41.54,5012.11,40.01,-3.96,1.56,2024.01,0,1,0,1,103
9125,TR,25:35.0,2307.01,10,P,562.63,-544.86,604.08,411.61,260.59,482.68,-364.23,-38.5,-1.22,1.19,39.06,4984.77,40.01,-4.27,2.73,2028.73,0,1,0,1,103
9126,TR,25:35.5,2307.49,10,V,453.06,-461.95,521.17,334.62,195.44,387.92,-381.99,-97.72,-1.1,1.01,40.16,4930.08,40.01,-4.16,2.55,2000.44,0,1,0,1,103
9127,TR,25:35.9,2307.91,10,P,530.05,-524.13,592.24,390.88,233.93,447.14,-390.88,-106.6,-1.29,1.17,23.36,4984.77,40.01,-4.06,2.4,2085.32,0,1,0,1,103
9128,TR,25:36.4,2308.39,10,V,482.68,-488.6,547.82,349.42,204.32,420.49,-387.92,-97.72,-1,1.05,13.73,5012.11,40.01,-4.16,1.95,1934.42,0,1,0,1,103
9129,TR,25:36.9,2308.91,10,P,530.05,-521.17,574.47,384.96,230.97,456.02,-367.19,-118.45,-1.18,1.18,32.45,4957.42,40.02,-4.24,2.16,2077.46,0,1,0,1,103
9130,PE,25:37.2,2309.18,,,503.4,-521.17,574.47,373.11,228.01,429.37,-408.65,-94.76,-1.44,1.12,25.02,4930.08,40.02,-4.37,2.52,2060.17,0,1,0,1,103
9131,TR,25:37.4,2309.44,10,V,470.83,-503.4,559.67,352.38,210.25,405.68,-414.57,-56.26,-1.08,1.06,23.64,4957.42,39.98,-4.62,4.26,1943.85,0,1,0,1,103
9132,TR,25:38.4,2310.39,10,P,586.32,-639.62,695.88,432.34,272.43,533.02,-417.53,118.45,-1.72,1.3,115.33,4902.73,40.01,-4.93,6.29,2039.73,0,1,0,1,103
9133,TR,25:38.6,2310.56,10,V,562.63,-598.16,654.43,420.49,263.55,503.4,-411.61,85.87,-1.53,1.21,106.24,4930.08,40.01,-4.85,5.96,1998.87,0,1,0,1,103
9134,TR,25:39.6,2311.64,10,P,627.77,-627.77,695.88,450.1,275.39,553.74,-435.3,-53.3,-1.31,1.41,14.28,4930.08,40.01,-4.83,4.02,2027.16,0,1,0,1,103
9135,TR,25:40.6,2312.61,10,V,577.43,-592.24,654.43,438.26,284.28,497.48,-414.57,-5.92,-1.54,1.25,14,4848.05,40.01,-5.01,4.58,2039.73,0,1,0,1,103
9136,TR,25:41.2,2313.21,10,P,743.26,-651.46,725.49,544.86,352.38,666.27,-361.27,-174.71,-1.02,1.57,13.45,4875.39,40.01,-5.29,2.64,2033.45,0,1,0,1,103
9137,TR,25:43.0,2314.96,10,V,473.79,-521.17,589.28,349.42,198.4,417.53,-453.06,-5.92,-1.41,1.02,26.94,4766.02,40.02,-6.31,4.14,1934.42,0,1,0,1,103
9138,TR,25:43.9,2315.89,10,P,612.97,-689.96,752.14,470.83,310.93,544.86,-393.84,245.78,-2.33,1.29,14,4820.7,40.02,-6.49,3.81,1984.72,0,1,0,1,103
9139,TR,25:44.0,2315.96,10,V,553.74,-618.89,675.15,441.22,281.31,482.68,-396.8,207.28,-1.92,1.19,13.45,4848.05,40,-6.49,3.63,1987.86,0,1,0,1,103
9140,TR,25:44.4,2316.39,10,P,678.11,-716.61,781.76,524.13,337.58,607.05,-423.45,174.71,-2.01,1.42,13.73,4820.7,40.01,-6.85,2.61,1929.7,0,1,0,1,103
9141,TR,25:44.8,2316.81,10,V,574.47,-630.74,698.84,423.45,245.78,506.37,-438.26,71.07,-2,1.28,13.45,4793.36,40.01,-7.05,-2.9,2052.31,0,1,0,1,103
9142,TR,25:45.1,2317.11,10,P,660.35,-678.11,743.26,479.71,281.31,598.16,-441.22,41.46,-1.89,1.41,13.73,4875.39,40,-6.52,-3.5,2063.31,0,1,0,1,103
9143,TR,25:46.3,2318.31,10,V,488.6,-509.33,580.4,361.27,195.44,447.14,-423.45,-139.18,-1.07,1.08,13.45,4766.02,40,-5.95,-1.13,1973.72,0,1,0,1,103
9144,TR,25:47.4,2319.36,10,P,630.74,-639.62,710.69,467.87,290.2,550.78,-438.26,-91.8,-1.32,1.34,13.45,4738.67,40.01,-5.85,2.19,1959.57,0,1,0,1,103
9145,TR,25:49.8,2321.81,10,V,447.14,-485.64,556.71,325.73,159.9,376.07,-441.22,-118.45,-1.39,1.01,14.28,4656.64,40.04,-3.17,-5.51,1921.84,0,1,0,1,103
9146,TR,25:50.8,2322.79,10,P,512.29,-568.55,633.7,384.96,213.21,447.14,-399.76,-32.57,-1.76,1.17,13.73,4711.33,40.02,-3.12,-2.87,2000.44,0,1,0,1,103
9147,PE,25:52.2,2324.18,,,447.14,-485.64,556.71,328.69,165.83,381.99,-405.68,-68.11,-1.45,1,12.9,4574.61,40.02,-2.68,-3.47,1953.28,0,1,0,1,103
9148,TR,25:52.3,2324.34,10,V,432.34,-479.71,553.74,316.85,159.9,370.15,-435.3,-65.15,-1.37,0.98,14.28,4547.27,40.02,-2.66,-3.08,1904.55,0,1,0,1,103
9149,TR,25:53.6,2325.61,10,P,509.33,-547.82,615.93,387.92,228.01,423.45,-423.45,-56.26,-1.53,1.12,13.73,4519.92,40.01,-2.61,2.76,1946.99,0,1,0,1,103
9150,TR,25:54.1,2326.14,10,V,458.99,-509.33,577.43,355.34,198.4,393.84,-414.57,-62.19,-1.5,1,13.73,4574.61,40.01,-2.78,3.27,2017.73,0,1,0,1,103
9151,TR,25:55.3,2327.26,10,P,530.05,-550.78,624.81,414.57,251.7,450.1,-364.23,-74.03,-1.34,1.16,13.73,4574.61,40,-2.99,5.6,2017.73,0,1,0,1,103
9152,TR,25:55.5,2327.51,10,V,473.79,-521.17,586.32,393.84,254.66,402.72,-379.03,-17.77,-1.44,1.05,12.9,4465.23,40.04,-3.09,8.15,2028.73,0,1,0,1,103
9153,TR,25:55.6,2327.64,10,P,559.67,-604.08,675.15,458.99,307.96,435.3,-390.88,38.5,-1.89,1.15,13.18,4492.58,40.04,-3.55,10.3,2024.01,0,1,0,1,103
9154,TR,25:55.8,2327.79,10,V,494.52,-562.63,624.81,414.57,269.47,373.11,-408.65,53.3,-1.61,1.06,13.73,4465.23,40,-4.06,12.07,1984.72,1,1,0,1,103
9155,TR,25:56.1,2328.11,10,P,583.36,-657.39,722.53,470.83,305,476.75,-426.41,153.98,-2.1,1.28,13.73,4547.27,40.01,-3.76,12.43,1824.39,1,1,0,1,103
9156,TR,25:56.6,2328.56,10,V,373.11,-530.05,592.24,328.69,192.48,278.35,-571.51,204.32,-2.11,0.94,13.73,4410.55,40.01,-4.09,12.7,1800.81,1,1,0,1,103
9157,TR,25:56.7,2328.66,10,P,450.1,-556.71,612.97,349.42,201.36,381.99,-479.71,162.87,-2.19,1.1,13.73,4465.23,40.02,-3.7,12.31,1748.94,1,1,0,1,103
9158,TR,25:56.7,2328.71,10,V,467.87,-550.78,615.93,376.07,230.97,381.99,-482.68,133.25,-1.81,0.99,13.45,4410.55,40.01,-3.65,11.98,1714.36,1,1,0,1,103
9159,TR,25:56.8,2328.76,10,P,473.79,-568.55,645.54,376.07,219.13,387.92,-461.95,62.19,-2.06,1.15,14.28,4465.23,40.01,-3.55,11.83,1682.92,1,1,0,1,103
9160,TR,25:56.8,2328.81,10,V,464.91,-562.63,627.77,379.03,233.93,390.88,-435.3,112.53,-1.89,1.04,14,4437.89,40.02,-3.63,11.74,1676.63,1,1,0,1,103
9161,TR,25:56.8,2328.84,10,P,470.83,-562.63,621.85,390.88,233.93,396.8,-456.02,106.6,-2,1.2,13.73,4410.55,40.01,-3.68,11.56,1679.78,1,1,0,1,103
9162,TR,25:56.9,2328.89,10,V,470.83,-562.63,621.85,379.03,225.05,396.8,-438.26,100.68,-1.71,1.12,13.73,4437.89,40.01,-3.83,11.23,1690.78,1,1,0,1,103
9163,TR,25:57.0,2328.96,10,P,470.83,-583.36,648.5,376.07,222.09,417.53,-470.83,100.68,-1.76,1.22,13.73,4465.23,40.01,-3.99,10.75,1704.93,1,1,0,1,103
9164,TR,25:57.1,2329.11,10,V,426.41,-497.48,568.55,349.42,207.28,328.69,-405.68,68.11,-1.59,1.02,14,4492.58,40.02,-4.16,10.27,1744.22,0,1,0,1,103
9165,TR,25:57.3,2329.26,10,P,515.25,-562.63,627.77,399.76,233.93,461.95,-435.3,29.61,-1.34,1.25,13.73,4410.55,40.02,-4.39,8.78,1753.66,0,1,0,1,103
9166,TR,25:57.4,2329.41,10,V,456.02,-521.17,589.28,361.27,198.4,432.34,-384.96,32.57,-1.65,1.16,12.9,4437.89,39.98,-4.39,6.29,1750.51,0,1,0,1,103
9167,TR,25:57.6,2329.56,10,P,538.94,-550.78,627.77,393.84,216.17,485.64,-405.68,-100.68,-1.39,1.3,13.45,4519.92,40.01,-4.96,3.51,1756.8,0,1,0,1,103
9168,TR,25:58.0,2329.99,10,V,491.56,-497.48,568.55,373.11,210.25,441.22,-426.41,-151.02,-1.21,1.17,14,4519.92,38.92,-5.26,0.9,1747.37,0,1,0,1,103
9169,TR,25:58.5,2330.46,10,P,512.29,-509.33,592.24,358.31,189.52,485.64,-450.1,-177.67,-0.79,1.28,13.45,4465.23,37.47,-5.95,-2.81,1761.51,0,1,0,1,103
9170,TR,25:59.2,2331.24,10,V,420.49,-438.26,509.33,307.96,168.79,361.27,-441.22,-165.83,-1.05,1.07,14.28,4519.92,35.37,-5.29,-2.9,1673.49,0,1,0,1,103
9171,TR,25:59.3,2331.34,10,P,479.71,-497.48,562.63,340.54,186.56,435.3,-479.71,-121.41,-1.14,1.15,116.43,4492.58,34.96,-5.39,-2.84,1634.19,0,1,0,1,103
9172,TR,25:59.5,2331.49,10,V,426.41,-450.1,515.25,316.85,177.67,352.38,-458.99,-148.06,-1.2,1.06,25.29,4492.58,34.51,-5.14,-2.54,1620.05,0,1,0,1,103
9173,TR,25:59.7,2331.69,10,P,527.09,-509.33,580.4,390.88,242.82,423.45,-450.1,-127.33,-1.43,1.19,14.28,4492.58,33.67,-4.6,-2.12,1717.5,0,1,0,1,103
9174,TR,25:59.8,2331.81,10,V,458.99,-476.75,544.86,340.54,201.36,384.96,-441.22,-82.91,-1.53,1.11,25.02,4437.89,33.32,-4.39,-1.97,1803.95,0,1,0,1,103
9175,TR,26:00.2,2332.21,10,P,530.05,-521.17,595.2,402.72,266.51,458.99,-381.99,-79.95,-1.36,1.27,31.35,4465.23,32.11,-3.37,-1.13,1722.22,0,1,0,1,103
9176,TR,26:03.0,2335.04,10,V,458.99,-444.18,506.37,361.27,239.86,381.99,-367.19,-91.8,-1.3,0.99,13.18,4492.58,23.57,-4.32,1.05,1791.38,0,1,0,1,103
9177,TR,26:03.8,2335.84,10,P,633.7,-556.71,621.85,497.48,340.54,547.82,-302.04,-103.64,-1.5,1.38,13.73,4574.61,21.02,-4.57,1.35,1877.83,0,1,0,1,103
9178,TR,26:04.3,2336.34,10,V,497.48,-473.79,541.9,402.72,278.35,426.41,-278.35,-32.57,-1.15,1.08,13.45,4547.27,19.31,-4.09,1.59,1693.92,0,1,0,1,103
9179,TR,26:04.4,2336.44,10,P,544.86,-476.75,541.9,429.37,296.12,450.1,-278.35,-71.07,-1.22,1.17,13.18,4547.27,19.13,-4.04,1.62,1709.64,0,1,0,1,103
9180,TR,26:05.2,2337.21,10,V,384.96,-367.19,426.41,310.93,207.28,322.77,-204.32,-47.38,-0.86,0.88,15.93,4519.92,17.68,-3.09,2.82,1830.68,0,1,0,1,103
9181,TR,26:05.3,2337.34,10,P,497.48,-438.26,500.44,381.99,266.51,411.61,-248.74,-35.53,-1.02,1.03,15.38,4574.61,17.68,-3.19,2.97,1843.25,0,1,0,1,103
9182,TR,26:05.6,2337.56,10,V,458.99,-402.72,464.91,373.11,263.55,364.23,-242.82,-41.46,-1.15,0.93,13.45,4547.27,17.67,-3.58,3,1734.79,0,1,0,1,103
9183,TR,26:06.6,2338.64,10,P,494.52,-461.95,512.29,387.92,275.39,426.41,-228.01,-5.92,-1.09,1.06,18.68,4601.95,17.66,-3.3,4.14,1715.93,0,1,0,1,103
9184,TR,26:07.1,2339.09,10,V,396.8,-373.11,429.37,328.69,230.97,322.77,-254.66,-97.72,-0.89,0.82,15.93,4656.64,17.67,-3.3,3.99,1748.94,0,1,0,1,103
9185,PE,26:07.2,2339.18,,,399.76,-367.19,429.37,322.77,230.97,331.65,-251.7,-82.91,-0.89,0.85,13.45,4629.3,17.67,-3.22,3.96,1741.08,0,1,0,1,103
9186,TR,26:07.6,2339.56,10,P,458.99,-402.72,470.83,370.15,266.51,379.03,-228.01,-127.33,-0.97,0.94,14.28,4656.64,17.67,-3.32,3.81,1730.08,0,1,0,1,103
9187,TR,26:07.8,2339.76,10,V,373.11,-349.42,420.49,313.89,216.17,305,-260.59,-106.6,-0.77,0.78,13.45,4574.61,17.66,-3.4,3.48,1750.51,0,1,0,1,103
9188,TR,26:08.8,2340.79,10,P,524.13,-485.64,550.78,396.8,275.39,450.1,-222.09,-56.26,-1.28,1.1,14,4683.98,17.68,-3.5,3.51,1719.07,0,1,0,1,103
9189,TR,26:08.9,2340.91,10,V,399.76,-361.27,420.49,337.58,245.78,322.77,-204.32,-74.03,-0.94,0.93,13.18,4656.64,17.66,-3.73,3.72,1692.35,0,1,0,1,103
9190,TR,26:09.1,2341.09,10,P,565.59,-482.68,547.82,447.14,319.81,447.14,-230.97,-59.22,-1.2,1.13,14.28,4711.33,17.67,-3.65,3.51,1654.63,0,1,0,1,103
9191,TR,26:09.2,2341.19,10,V,447.14,-414.57,476.75,381.99,281.31,381.99,-225.05,-38.5,-1.22,0.98,14.55,4656.64,17.7,-3.68,3.6,1648.34,0,1,0,1,103
9192,TR,26:09.4,2341.36,10,P,556.71,-503.4,565.59,447.14,319.81,473.79,-233.93,-56.26,-1.23,1.15,15.93,4574.61,17.64,-3.96,3.42,1682.92,0,1,0,1,103
9193,TR,26:09.5,2341.51,10,V,438.26,-396.8,456.02,358.31,251.7,361.27,-225.05,-32.57,-1.1,0.98,13.73,4656.64,17.66,-3.93,3.42,1717.5,0,1,0,1,103
9194,TR,26:09.6,2341.64,10,P,547.82,-497.48,553.74,429.37,307.96,458.99,-257.62,-29.61,-1.35,1.1,13.73,4629.3,17.67,-4.11,3.48,1720.65,0,1,0,1,103
9195,TR,26:09.8,2341.79,10,V,429.37,-420.49,482.68,346.46,245.78,390.88,-239.86,-20.73,-1,0.96,13.18,4683.98,17.7,-4.01,3.57,1701.78,0,1,0,1,103
9196,TR,26:10.0,2341.96,10,P,538.94,-497.48,556.71,423.45,305,458.99,-251.7,-20.73,-1.26,1.12,14.28,4711.33,17.67,-3.99,3.57,1689.21,0,1,0,1,103
9197,TR,26:11.1,2343.11,10,V,396.8,-390.88,450.1,328.69,228.01,346.46,-263.55,-53.3,-1.03,0.88,24.46,4629.3,17.67,-3.96,5.39,1726.93,0,1,0,1,103
9198,TR,26:13.5,2345.46,10,P,604.08,-544.86,612.97,479.71,346.46,509.33,-245.78,-71.07,-1.19,1.25,31.62,4656.64,17.67,-4.04,4.97,1648.34,0,1,0,1,103
9199,TR,26:15.0,2346.96,10,V,379.03,-367.19,429.37,299.08,204.32,349.42,-248.74,-50.34,-0.83,0.86,27.22,4629.3,17.68,-3.83,4.55,1664.06,0,1,0,1,103
9200,TR,26:16.4,2348.39,10,P,541.9,-488.6,547.82,435.3,310.93,453.06,-251.7,-23.69,-1.39,1.13,46.22,4738.67,17.66,-4.22,1.89,1703.36,0,1,0,1,103
9201,TR,26:17.1,2349.11,10,V,464.91,-414.57,479.71,373.11,251.7,384.96,-266.51,-38.5,-1.2,0.99,24.19,4738.67,17.64,-4.16,0.99,1671.92,0,1,0,1,103
9202,TR,26:17.4,2349.41,10,P,604.08,-521.17,583.36,488.6,352.38,509.33,-216.17,-26.65,-1.63,1.21,13.45,4738.67,17.67,-3.88,0.93,1681.35,0,1,0,1,103
9203,TR,26:18.0,2349.99,10,V,506.37,-461.95,527.09,411.61,293.16,450.1,-269.47,-62.19,-1.14,1.02,14,4738.67,17.64,-4.09,0.54,1709.64,0,1,0,1,103
9204,TR,26:18.9,2350.89,10,P,562.63,-503.4,574.47,447.14,316.85,476.75,-245.78,20.73,-1.49,1.23,14.28,4793.36,17.68,-4.29,1.35,1649.91,0,1,0,1,103
9205,TR,26:19.3,2351.29,10,V,527.09,-503.4,562.63,444.18,319.81,420.49,-307.96,112.53,-1.9,1.09,12.9,4738.67,17.68,-4.32,1.29,1697.07,0,1,0,1,103
9206,TR,26:19.6,2351.64,10,P,601.12,-544.86,612.97,476.75,334.62,497.48,-293.16,94.76,-1.69,1.26,13.73,4820.7,17.67,-4.22,1.44,1667.2,0,1,0,1,103
9207,TR,26:20.6,2352.56,10,V,521.17,-444.18,506.37,414.57,287.24,441.22,-281.31,-130.29,-1.33,1.03,21.44,4738.67,17.66,-4.32,1.41,1747.37,0,1,0,1,103
9208,TR,26:21.3,2353.34,10,P,574.47,-497.48,562.63,461.95,334.62,470.83,-245.78,-82.91,-1.34,1.17,14.28,4820.7,17.7,-4.42,1.44,1679.78,0,1,0,1,103
9209,TR,26:21.7,2353.74,10,V,488.6,-432.34,506.37,387.92,266.51,414.57,-269.47,-68.11,-1.18,1.02,13.73,4820.7,17.64,-4.7,0.6,1741.08,0,1,0,1,103
9210,PE,26:22.2,2354.18,,,541.9,-497.48,568.55,426.41,296.12,485.64,-257.62,-20.73,-1.36,1.15,13.45,4766.02,17.67,-4.62,0.78,1670.35,0,1,0,1,103
9211,TR,26:22.7,2354.71,10,P,592.24,-521.17,586.32,458.99,322.77,503.4,-257.62,-17.77,-1.54,1.23,13.73,4930.08,17.67,-5.06,1.11,1670.35,0,1,0,1,103
9212,TR,26:23.1,2355.14,10,V,559.67,-494.52,565.59,447.14,316.85,479.71,-266.51,-35.53,-1.24,1.13,13.18,4848.05,17.7,-4.96,1.23,1704.93,0,1,0,1,103
9213,TR,26:23.4,2355.41,10,P,612.97,-541.9,607.05,497.48,349.42,497.48,-269.47,-32.57,-1.58,1.24,13.45,4848.05,17.66,-4.91,1.02,1715.93,0,1,0,1,103
9214,TR,26:23.7,2355.66,10,V,535.98,-467.87,535.98,423.45,293.16,447.14,-284.28,-62.19,-1.25,1.11,13.45,4848.05,17.67,-5.01,1.02,1695.5,0,1,0,1,103
9215,TR,26:24.9,2356.94,10,P,654.43,-580.4,654.43,515.25,373.11,568.55,-287.24,20.73,-1.62,1.33,14.28,4875.39,17.67,-4.83,1.62,1676.63,0,1,0,1,103
9216,TR,26:25.6,2357.61,10,V,571.51,-521.17,586.32,464.91,334.62,482.68,-290.2,-11.84,-1.44,1.17,23.09,4875.39,17.68,-4.93,1.68,1756.8,0,1,0,1,103
9217,TR,26:25.9,2357.89,10,P,601.12,-538.94,604.08,470.83,328.69,524.13,-278.35,-35.53,-1.33,1.28,13.73,4902.73,17.67,-4.8,1.74,1689.21,0,1,0,1,103
9218,TR,26:26.7,2358.71,10,V,553.74,-491.56,565.59,444.18,319.81,476.75,-293.16,-32.57,-1.32,1.16,21.71,4848.05,17.67,-4.96,1.29,1725.36,0,1,0,1,103
9219,TR,26:27.3,2359.34,10,P,624.81,-556.71,630.74,500.44,355.34,538.94,-275.39,-14.81,-1.55,1.31,33.83,4984.77,17.66,-5.08,0.51,1719.07,0,1,0,1,103
9220,TR,26:28.5,2360.49,10,V,565.59,-491.56,562.63,450.1,313.89,482.68,-287.24,-56.26,-1.38,1.15,54.75,4930.08,17.67,-5.11,-0.06,1722.22,0,1,0,1,103
9221,TR,26:28.9,2360.91,10,P,610.01,-544.86,624.81,485.64,343.5,524.13,-281.31,-26.65,-1.6,1.28,13.45,4902.73,17.66,-5.16,0.15,1737.94,0,1,0,1,103
9222,TR,26:29.5,2361.46,10,V,568.55,-515.25,583.36,458.99,328.69,476.75,-287.24,-20.73,-1.57,1.16,12.9,4957.42,17.68,-5.24,0.42,1706.5,0,1,0,1,103
9223,TR,26:30.6,2362.61,10,P,695.88,-610.01,681.08,559.67,405.68,577.43,-284.28,29.61,-2.03,1.38,62.46,4930.08,17.68,-5.16,0.87,1739.51,0,1,0,1,103
9224,TR,26:31.0,2362.96,10,V,550.78,-521.17,595.2,435.3,299.08,485.64,-310.93,82.91,-1.71,1.21,58.06,4848.05,17.67,-5.14,1.08,1736.36,0,1,0,1,103
9225,TR,26:31.2,2363.19,10,P,740.3,-681.08,755.11,574.47,423.45,660.35,-290.2,88.84,-2.18,1.5,60.26,4930.08,17.66,-5.08,1.77,1734.79,0,1,0,1,103
9226,TR,26:31.5,2363.46,10,V,707.73,-604.08,681.08,583.36,432.34,592.24,-278.35,53.3,-1.69,1.4,60.26,4984.77,17.67,-5.37,1.41,1770.95,0,1,0,1,103
9227,TR,26:31.8,2363.81,10,P,731.42,-627.77,707.73,589.28,429.37,624.81,-296.12,-23.69,-1.77,1.48,37.96,4902.73,17.68,-5.47,1.41,1767.8,0,1,0,1,103
9228,TR,26:32.4,2364.39,10,V,642.58,-533.02,615.93,518.21,364.23,547.82,-275.39,-124.37,-1.16,1.26,14,4957.42,17.67,-5.29,1.32,1741.08,0,1,0,1,103
9229,TR,26:32.8,2364.79,10,P,678.11,-556.71,639.62,541.9,384.96,565.59,-281.31,-142.14,-1.41,1.37,18.96,4902.73,17.66,-5.24,1.11,1778.8,0,1,0,1,103
9230,TR,26:33.4,2365.39,10,V,550.78,-467.87,550.78,438.26,305,458.99,-302.04,-29.61,-1.25,1.13,13.73,4848.05,17.68,-5.01,1.23,1728.51,0,1,0,1,103
9231,TR,26:33.9,2365.89,10,P,722.53,-689.96,769.91,574.47,420.49,669.23,-307.96,153.98,-2.11,1.53,13.18,4875.39,17.7,-5.39,1.68,1695.5,0,1,0,1,103
9232,TR,26:34.3,2366.34,10,V,618.89,-586.32,669.23,506.37,355.34,512.29,-307.96,142.14,-2.15,1.26,14,4848.05,17.64,-5.19,0.96,1693.92,0,1,0,1,103
9233,TR,26:34.4,2366.44,10,P,660.35,-604.08,684.04,512.29,352.38,583.36,-287.24,38.5,-1.53,1.37,13.73,4875.39,17.67,-5.24,0.93,1700.21,0,1,0,1,103
9234,TR,26:34.8,2366.76,10,V,506.37,-461.95,544.86,432.34,310.93,393.84,-316.85,-44.42,-1.53,1.02,13.73,4930.08,17.67,-5.29,0.75,1733.22,0,1,0,1,103
9235,TR,26:35.0,2366.96,10,P,692.92,-618.89,704.77,544.86,384.96,547.82,-322.77,-17.77,-1.85,1.38,45.67,4930.08,17.67,-4.96,0.75,1785.09,0,1,0,1,103
9236,TR,26:35.1,2367.09,10,V,568.55,-521.17,601.12,461.95,319.81,500.44,-225.05,11.84,-1.59,1.21,12.62,4875.39,17.7,-5.42,0.81,1824.39,0,1,0,1,103
9237,TR,26:35.2,2367.16,10,P,639.62,-556.71,639.62,521.17,370.15,488.6,-343.5,-65.15,-1.54,1.29,13.45,4930.08,17.67,-5.67,0.6,1819.67,0,1,0,1,103
